"Cmpd","rt","inferred.mass","inferred.formula","C","H","N","O","P","S","C:N:P","H/C","O/C","N/C","CHO_index","NOSC","DBE","DBE-O","Annotation","Kingdon","Superclass","class","subclass","parent","pubchem.url"
"C628",283.7505,422.1565,"C16H26N2O11",16,26,2,11,0,0,"16:2:0",1.625,0.6875,0.125,-0.25,0.125,5,-6,"2-acetamido-2-deoxy-alpha-L-galactopyranuronosyl-(1->3)-N-acetyl-D-quinovosamine_1","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","N-acyl-alpha-hexosamines","https://pubchem.ncbi.nlm.nih.gov/compound/45266786"
"C629",283.2665,396.1407,"C19H20N6O2S",19,20,6,2,0,1,"19:6:0",1.05263157894737,0.105263157894737,0.315789473684211,-0.842105263157895,0.210526315789474,13,11,"N-(4-acetamidophenyl)-2-[[1-(4-ethylphenyl)-5-tetrazolyl]thio]acetamide_8","Organic compounds","Organoheterocyclic compounds","Azoles","Tetrazoles","Phenyltetrazoles and derivatives","https://pubchem.ncbi.nlm.nih.gov/compound/1078044"
"C630",283.612,354.1306,"C15H22N4O4S",15,22,4,4,0,1,"15:4:0",1.46666666666667,0.266666666666667,0.266666666666667,-0.933333333333333,0,7,3,"2-[[3-methyl-7-(3-methylbutyl)-2,6-dioxo-8-purinyl]thio]propanoic acid methyl ester_5",NA,NA,NA,NA,NA,NA
"C631",285.8805,154.0989,"C9H14O2",9,14,0,2,0,0,"9:0:0",1.55555555555556,0.222222222222222,0,-1.11111111111111,-1.11111111111111,3,1,"xi-2,2,6-Trimethyl-1,4-cyclohexanedione_2",NA,NA,NA,NA,NA,NA
"C632",285.4705,278.151,"C16H22O4",16,22,0,4,0,0,"16:0:0",1.375,0.25,0,-0.875,-0.875,6,2,"Alpha-CEHC_1",NA,NA,NA,NA,NA,NA
"C633",285.4595,370.1611,"C14H22N6O6",14,22,6,6,0,0,"14:6:0",1.57142857142857,0.428571428571429,0.428571428571429,-0.714285714285714,0.571428571428572,7,1,"FR 900490_1",NA,NA,NA,NA,NA,NA
"C634",284.471,222.0888,"C10H14N4S",10,14,4,0,0,1,"10:4:0",1.4,0,0.4,-1.4,0,6,6,"6-(Pentylthio)-1H-purine_5","Organic compounds","Organoheterocyclic compounds","Imidazopyrimidines","Purines and purine derivatives","6-thiopurines","https://pubchem.ncbi.nlm.nih.gov/compound/79515"
"C635",284.8345,238.1209,"C10H22O4S",10,22,0,4,0,1,"10:0:0",2.2,0.4,0,-1.4,-1.2,0,-4,"Decyl sulfate_3","Organic compounds","Organic acids and derivatives","Organic sulfuric acids and derivatives","Sulfuric acid esters","Sulfuric acid monoesters","https://pubchem.ncbi.nlm.nih.gov/compound/8904"
"C636",284.518,264.1346,"C12H24O4S",12,24,0,4,0,1,"12:0:0",2,0.333333333333333,0,-1.33333333333333,-1.16666666666667,1,-3,"(3Z)-dodec-3-en-1-yl sulfate_3","Organic compounds","Organic acids and derivatives","Organic sulfuric acids and derivatives","Sulfuric acid esters","Sulfuric acid monoesters","https://pubchem.ncbi.nlm.nih.gov/compound/24796649"
"C637",283.596,262.1192,"C10H18N2O6",10,18,2,6,0,0,"10:2:0",1.8,0.6,0.2,-0.6,0,3,-3,"Nopalinic acid_3",NA,NA,NA,NA,NA,NA
"C638",284.2375,366.1666,"C16H30O7S",16,30,0,7,0,1,"16:0:0",1.875,0.4375,0,-1,-0.875,2,-5,"1,4-bis(1,3-dimethylbutyl) sulfosuccinic acid_4",NA,NA,NA,NA,NA,NA
"C639",284.1565,354.1681,"C14H22N6O5",14,22,6,5,0,0,"14:6:0",1.57142857142857,0.357142857142857,0.428571428571429,-0.857142857142857,0.428571428571428,7,2,"Valganciclovir_1","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Alpha amino acid esters","https://pubchem.ncbi.nlm.nih.gov/compound/64147"
"C640",284.2515,322.1413,"C12H22N2O8",12,22,2,8,0,0,"12:2:0",1.83333333333333,0.666666666666667,0.166666666666667,-0.5,0,3,-5,"Avenic acid A_2",NA,NA,NA,NA,NA,NA
"C641",285.413,378.1628,"C16H26O10",16,26,0,10,0,0,"16:0:0",1.625,0.625,0,-0.375,-0.375,4,-6,"Lamiol",NA,NA,NA,NA,NA,NA
"C642",285.7705,230.0577,"C10H14O4S",10,14,0,4,0,1,"10:0:0",1.4,0.4,0,-0.6,-0.4,4,0,"Thymol Sulfate","Organic compounds","Organic acids and derivatives","Organic sulfuric acids and derivatives","Arylsulfates","Phenylsulfates","https://pubchem.ncbi.nlm.nih.gov/compound/12456386"
"C643",284.6815,312.1573,"C16H24O6",16,24,0,6,0,0,"16:0:0",1.5,0.375,0,-0.75,-0.75,5,-1,"Thymol glucoside;Thymol-beta-D-glucoside_2",NA,NA,NA,NA,NA,NA
"C644",285.0575,260.1407,"C10H20N4O4",10,20,4,4,0,0,"10:4:0",2,0.4,0.4,-1.2,0,3,-1,"Lysyl-Asparagine_2",NA,NA,NA,NA,NA,NA
"C645",284.68,348.1547,"C17H24N4O2S",17,24,4,2,0,1,"17:4:0",1.41176470588235,0.117647058823529,0.235294117647059,-1.17647058823529,-0.352941176470588,8,6,"N-cyclohexyl-4-(4-nitrophenyl)-1-piperazinecarbothioamide","Organic compounds","Organoheterocyclic compounds","Diazinanes","Piperazines","Phenylpiperazines","https://pubchem.ncbi.nlm.nih.gov/compound/2907665"
"C646",284.6565,364.1509,"C14H24N2O9",14,24,2,9,0,0,"14:2:0",1.71428571428571,0.642857142857143,0.142857142857143,-0.428571428571429,0,4,-5,"alpha-D-Rhap4NFo-(1->3)-alpha-D-Rhap4NFo",NA,NA,NA,NA,NA,NA
"C647",285.45,204.0765,"C11H12N2S",11,12,2,0,0,1,"11:2:0",1.09090909090909,0,0.181818181818182,-1.09090909090909,-0.363636363636363,7,7,"Levamisole","Organic compounds","Organoheterocyclic compounds","Imidazothiazoles",NA,"Imidazothiazoles","https://pubchem.ncbi.nlm.nih.gov/compound/26879"
"C648",285.1715,352.1135,"C16H20N2O5S",16,20,2,5,0,1,"16:2:0",1.25,0.3125,0.125,-0.625,-0.125,8,3,"Penicilloic acid_2",NA,NA,NA,NA,NA,NA
"C649",285.2005,308.1251,"C11H20N2O8",11,20,2,8,0,0,"11:2:0",1.81818181818182,0.727272727272727,0.181818181818182,-0.363636363636364,0.181818181818182,3,-5,"O-(N-acetyl-alpha-D-galactosaminyl)-L-serine_1","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Glycosyl-amino acids","https://pubchem.ncbi.nlm.nih.gov/compound/447272"
"C650",285.5065,298.141,"C14H22N2O3S",14,22,2,3,0,1,"14:2:0",1.57142857142857,0.214285714285714,0.142857142857143,-1.14285714285714,-0.571428571428571,5,2,"piprozolin_5",NA,NA,NA,NA,NA,NA
"C651",285.0905,216.1156,"C10H12N6",10,12,6,0,0,0,"10:6:0",1.2,0,0.6,-1.2,0.6,8,8,"ethylenediaminetetraacetonitrile_2","Organic compounds","Organic nitrogen compounds","Organonitrogen compounds","Amines","Trialkylamines","https://pubchem.ncbi.nlm.nih.gov/compound/21984"
"C652",280.856,352.151,"C14H20N6O5",14,20,6,5,0,0,"14:6:0",1.42857142857143,0.357142857142857,0.428571428571429,-0.714285714285714,0.571428571428572,8,3,"9-[6(RS)-C-carboxamido-5,6,7-trideoxy-beta-D-ribo-octofuranosyl]-9H-purin-6-amine_2",NA,NA,NA,NA,NA,NA
"C653",280.3755,310.1042,"C12H22O7S",12,22,0,7,0,1,"12:0:0",1.83333333333333,0.583333333333333,0,-0.666666666666667,-0.5,2,-5,"1,2-diisobutoxycarbonylethanesulfonic acid_4",NA,NA,NA,NA,NA,NA
"C654",279.7265,348.1548,"C17H24N4O2S",17,24,4,2,0,1,"17:4:0",1.41176470588235,0.117647058823529,0.235294117647059,-1.17647058823529,-0.352941176470588,8,6,"2-[[4-amino-5-(4-tert-butylphenyl)-1,2,4-triazol-3-yl]thio]acetic acid propan-2-yl ester_1","Organic compounds","Organoheterocyclic compounds","Azoles","Triazoles","Phenyl-1,2,4-triazoles","https://pubchem.ncbi.nlm.nih.gov/compound/662232"
"C655",280.4095,282.1096,"C10H14N6O4",10,14,6,4,0,0,"10:6:0",1.4,0.4,0.6,-0.6,1.2,7,3,"2-Aminoadenosine_4","Organic compounds","Nucleosides, nucleotides, and analogues","Purine nucleosides",NA,"Purine nucleosides","https://pubchem.ncbi.nlm.nih.gov/compound/72200"
"C656",279.269,280.1302,"C15H20O5",15,20,0,5,0,0,"15:0:0",1.33333333333333,0.333333333333333,0,-0.666666666666667,-0.666666666666667,6,1,"13-Hydroxyabscisic acid_2",NA,NA,NA,NA,NA,NA
"C657",277.7175,274.1201,"C10H18N4O5",10,18,4,5,0,0,"10:4:0",1.8,0.5,0.4,-0.8,0.4,4,-1,"N2-Succinoylarginine_1",NA,NA,NA,NA,NA,NA
"C658",279.8395,142.0622,"C7H10O3",7,10,0,3,0,0,"7:0:0",1.42857142857143,0.428571428571429,0,-0.571428571428571,-0.571428571428571,3,0,"Homofureanol_2",NA,NA,NA,NA,NA,NA
"C659",280.0985,202.1348,"C11H22OS",11,22,0,1,0,1,"11:0:0",2,0.0909090909090909,0,-1.81818181818182,-1.63636363636364,1,0,"Decanoyl-[acp]_2","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acyl thioesters","Fatty acyl thioesters","https://pubchem.ncbi.nlm.nih.gov/compound/6429307"
"C660",278.3355,358.1243,"C11H23N2O9P",11,23,2,9,1,0,"11:2:1",2.09090909090909,0.818181818181818,0.181818181818182,-0.454545454545455,-0.363636363636363,1.5,-7.5,"3-aminopropyl N-acetyl-alpha-D-glucosamine-1-phosphate(1-)_2",NA,NA,NA,NA,NA,NA
"C661",279.745,194.13,"C12H18O2",12,18,0,2,0,0,"12:0:0",1.5,0.166666666666667,0,-1.16666666666667,-1.16666666666667,4,2,"Neocnidilide_1",NA,NA,NA,NA,NA,NA
"C662",276.0255,304.1296,"C11H20N4O6",11,20,4,6,0,0,"11:4:0",1.81818181818182,0.545454545454545,0.363636363636364,-0.727272727272727,0.363636363636364,4,-2,"Nopaline_3",NA,NA,NA,NA,NA,NA
"C663",277.338,382.1622,"C14H26N2O10",14,26,2,10,0,0,"14:2:0",1.85714285714286,0.714285714285714,0.142857142857143,-0.428571428571429,0,3,-7,"N-acetyl-beta-D-glucosaminyl-(1->4)-D-glucosaminium(1+)_2",NA,NA,NA,NA,NA,NA
"C664",278.1755,370.1596,"C14H22N6O6",14,22,6,6,0,0,"14:6:0",1.57142857142857,0.428571428571429,0.428571428571429,-0.714285714285714,0.571428571428572,7,1,"FR 900490_2",NA,NA,NA,NA,NA,NA
"C665",278.4355,410.1563,"C19H26N2O6S",19,26,2,6,0,1,"19:2:0",1.36842105263158,0.315789473684211,0.105263157894737,-0.736842105263158,-0.315789473684211,8,2,"2-[(1R,3S,4aR,9aS)-1-(hydroxymethyl)-6-(methanesulfonamido)-3,4,4a,9a-tetrahydro-1H-pyrano[3,4-b]benzofuran-3-yl]-N-(cyclopropylmethyl)acetamide_4",NA,NA,NA,NA,NA,NA
"C666",278.594,368.1458,"C15H16N10O2",15,16,10,2,0,0,"15:10:0",1.06666666666667,0.133333333333333,0.666666666666667,-0.8,1.2,13,11,"189089_7","Organic compounds","Organoheterocyclic compounds","Pteridines and derivatives","Pterins and derivatives","Pterins and derivatives","https://pubchem.ncbi.nlm.nih.gov/compound/189089"
"C667",277.2365,324.1207,"C12H16N6O5",12,16,6,5,0,0,"12:6:0",1.33333333333333,0.416666666666667,0.5,-0.5,1,8,3,"alpha-N-(9-beta-D-ribofuranosylpurin-6-yl)glycinamide_3","Organic compounds","Nucleosides, nucleotides, and analogues","Purine nucleosides",NA,"Purine nucleosides","https://pubchem.ncbi.nlm.nih.gov/compound/72715784"
"C668",277.1805,296.1252,"C11H16N6O4",11,16,6,4,0,0,"11:6:0",1.45454545454545,0.363636363636364,0.545454545454545,-0.727272727272727,0.909090909090909,7,3,"2-Methylaminoadenosine_4","Organic compounds","Nucleosides, nucleotides, and analogues","Purine nucleosides",NA,"Purine nucleosides","https://pubchem.ncbi.nlm.nih.gov/compound/439946"
"C669",277.6155,422.1553,"C16H26N2O11",16,26,2,11,0,0,"16:2:0",1.625,0.6875,0.125,-0.25,0.125,5,-6,"2-acetamido-2-deoxy-alpha-L-galactopyranuronosyl-(1->3)-N-acetyl-D-quinovosamine_2","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","N-acyl-alpha-hexosamines","https://pubchem.ncbi.nlm.nih.gov/compound/45266786"
"C670",277.6625,364.1143,"C16H20N4O4S",16,20,4,4,0,1,"16:4:0",1.25,0.25,0.25,-0.75,0.125,9,5,"hydroxytorsemide_1","Organic compounds","Organoheterocyclic compounds","Pyridines and derivatives","Pyridinesulfonamides","Pyridinesulfonamides","https://pubchem.ncbi.nlm.nih.gov/compound/14475217"
"C671",278.2805,308.1253,"C11H20N2O8",11,20,2,8,0,0,"11:2:0",1.81818181818182,0.727272727272727,0.181818181818182,-0.363636363636364,0.181818181818182,3,-5,"O-(N-acetyl-alpha-D-galactosaminyl)-L-serine_2","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Glycosyl-amino acids","https://pubchem.ncbi.nlm.nih.gov/compound/447272"
"C672",273.5695,436.1725,"C16H28N4O8S",16,28,4,8,0,1,"16:4:0",1.75,0.5,0.25,-0.75,0.125,5,-3,"MAES_1",NA,NA,NA,NA,NA,NA
"C673",273.693,354.1307,"C15H22N4O4S",15,22,4,4,0,1,"15:4:0",1.46666666666667,0.266666666666667,0.266666666666667,-0.933333333333333,0,7,3,"2-[[3-methyl-7-(3-methylbutyl)-2,6-dioxo-8-purinyl]thio]propanoic acid methyl ester_6",NA,NA,NA,NA,NA,NA
"C674",272.727,350.1315,"C13H22N2O9",13,22,2,9,0,0,"13:2:0",1.69230769230769,0.692307692307692,0.153846153846154,-0.307692307692308,0.153846153846154,4,-5,"9-deoxy-9-acetamido-N-acetyl-alpha-neuraminic acid_1","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","C-glucuronides","https://pubchem.ncbi.nlm.nih.gov/compound/70678620"
"C675",272.3555,308.1252,"C11H20N2O8",11,20,2,8,0,0,"11:2:0",1.81818181818182,0.727272727272727,0.181818181818182,-0.363636363636364,0.181818181818182,3,-5,"O-(N-acetyl-alpha-D-galactosaminyl)-L-serine_3","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Glycosyl-amino acids","https://pubchem.ncbi.nlm.nih.gov/compound/447272"
"C676",274.5825,222.1251,"C10H22O3S",10,22,0,3,0,1,"10:0:0",2.2,0.3,0,-1.6,-1.4,0,-3,"1-DECANE-SULFONIC-ACID_2","Organic compounds","Organic acids and derivatives","Organic sulfonic acids and derivatives","Organosulfonic acids and derivatives","Organosulfonic acids","https://pubchem.ncbi.nlm.nih.gov/compound/49957"
"C677",274.544,336.1197,"C12H20N2O9",12,20,2,9,0,0,"12:2:0",1.66666666666667,0.75,0.166666666666667,-0.166666666666667,0.333333333333333,4,-5,"3-Hydroxymugineic acid_3",NA,NA,NA,NA,NA,NA
"C678",274.932,292.132,"C12H16N6O3",12,16,6,3,0,0,"12:6:0",1.33333333333333,0.25,0.5,-0.833333333333333,0.666666666666667,8,5,"Histidinyl-Histidine_2",NA,NA,NA,NA,NA,NA
"C679",275.408,270.1109,"C12H18N2O3S",12,18,2,3,0,1,"12:2:0",1.5,0.25,0.166666666666667,-1,-0.333333333333333,5,2,"Tolbutamide_5","Organic compounds","Benzenoids","Benzene and substituted derivatives","Benzenesulfonamides","Benzenesulfonamides","https://pubchem.ncbi.nlm.nih.gov/compound/5505"
"C680",275.8545,330.1297,"C13H22N4O4S",13,22,4,4,0,1,"13:4:0",1.69230769230769,0.307692307692308,0.307692307692308,-1.07692307692308,0,5,1,"ranitidine N-oxide_3","Organic compounds","Organoheterocyclic compounds","Heteroaromatic compounds",NA,"Heteroaromatic compounds","https://pubchem.ncbi.nlm.nih.gov/compound/62985"
"C681",274.685,309.1278,"C14H19N3O5",14,19,3,5,0,0,"14:3:0",1.35714285714286,0.357142857142857,0.214285714285714,-0.642857142857143,0,7,2,"[4-(4-Hydroxy-Benzyl)-2-(2-Hydroxy-1-Methyl-Ethyl)-5-Oxo-Imidazolidin-1-Yl]-Acetic Acid","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Dipeptides","https://pubchem.ncbi.nlm.nih.gov/compound/46936708"
"C682",275.4605,362.1349,"C12H27O10P",12,27,0,10,1,0,"12:0:1",2.25,0.833333333333333,0,-0.583333333333333,-1,-0.5,-10.5,"hexaethylene glycol monophosphate_2","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Ethers","Polyethylene glycols","https://pubchem.ncbi.nlm.nih.gov/compound/445749"
"C683",275.0225,138.0674,"C8H10O2",8,10,0,2,0,0,"8:0:0",1.25,0.25,0,-0.75,-0.75,4,2,"Tyrosol","Organic compounds","Benzenoids","Phenols","Tyrosols and derivatives","Tyrosols","https://pubchem.ncbi.nlm.nih.gov/compound/10393"
"C684",274.7825,322.1413,"C12H22N2O8",12,22,2,8,0,0,"12:2:0",1.83333333333333,0.666666666666667,0.166666666666667,-0.5,0,3,-5,"Avenic acid A_3",NA,NA,NA,NA,NA,NA
"C685",275.101,352.1145,"C16H20N2O5S",16,20,2,5,0,1,"16:2:0",1.25,0.3125,0.125,-0.625,-0.125,8,3,"Penicilloic acid_3",NA,NA,NA,NA,NA,NA
"C686",270.574,364.1135,"C16H20N4O4S",16,20,4,4,0,1,"16:4:0",1.25,0.25,0.25,-0.75,0.125,9,5,"hydroxytorsemide_2","Organic compounds","Organoheterocyclic compounds","Pyridines and derivatives","Pyridinesulfonamides","Pyridinesulfonamides","https://pubchem.ncbi.nlm.nih.gov/compound/14475217"
"C687",269.4855,394.1605,"C20H26O8",20,26,0,8,0,0,"20:0:0",1.3,0.4,0,-0.5,-0.5,8,0,"Gibberellin A28;GA28_4",NA,NA,NA,NA,NA,NA
"C688",270.236,378.1307,"C14H22N2O10",14,22,2,10,0,0,"14:2:0",1.57142857142857,0.714285714285714,0.142857142857143,-0.142857142857143,0.285714285714286,5,-5,"N(alpha)-citryl-N(epsilon)-acetyl-N(epsilon)-hydroxylysine(3-)_2","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","N-acyl-L-alpha-amino acids","https://pubchem.ncbi.nlm.nih.gov/compound/56928008"
"C689",269.789,338.1355,"C16H22N2O4S",16,22,2,4,0,1,"16:2:0",1.375,0.25,0.125,-0.875,-0.375,7,3,"N-acetyl-L-methionyl-L-phenylalanine_1",NA,NA,NA,NA,NA,"https://pubchem.ncbi.nlm.nih.gov/compound/67706172"
"C690",270.0195,232.1089,"C11H20O3S",11,20,0,3,0,1,"11:0:0",1.81818181818182,0.272727272727273,0,-1.27272727272727,-1.09090909090909,2,-1,"2-Oxo-10-methylthiodecaonoic acid;10Methylthio-2-decanoic acid_1","Organic compounds","Organic acids and derivatives","Keto acids and derivatives","Medium-chain keto acids and derivatives","Medium-chain keto acids and derivatives","https://pubchem.ncbi.nlm.nih.gov/compound/44237296"
"C691",269.6785,250.1198,"C11H22O4S",11,22,0,4,0,1,"11:0:0",2,0.363636363636364,0,-1.27272727272727,-1.09090909090909,1,-3,"(3S,4E)-3-methyldec-4-en-1-yl sulfate_1",NA,NA,NA,NA,NA,NA
"C692",271.535,234.1242,"C14H18O3",14,18,0,3,0,0,"14:0:0",1.28571428571429,0.214285714285714,0,-0.857142857142857,-0.857142857142857,6,3,"Dehydrooreadone_1",NA,NA,NA,NA,NA,NA
"C693",270.664,222.1252,"C10H22O3S",10,22,0,3,0,1,"10:0:0",2.2,0.3,0,-1.6,-1.4,0,-3,"1-DECANE-SULFONIC-ACID_3","Organic compounds","Organic acids and derivatives","Organic sulfonic acids and derivatives","Organosulfonic acids and derivatives","Organosulfonic acids","https://pubchem.ncbi.nlm.nih.gov/compound/49957"
"C694",271.083,364.1512,"C14H24N2O9",14,24,2,9,0,0,"14:2:0",1.71428571428571,0.642857142857143,0.142857142857143,-0.428571428571429,0,4,-5,"N-Acetylmuramoyl-Ala_2",NA,NA,NA,NA,NA,NA
"C695",272.6895,238.1197,"C10H22O4S",10,22,0,4,0,1,"10:0:0",2.2,0.4,0,-1.4,-1.2,0,-4,"Decyl sulfate_4","Organic compounds","Organic acids and derivatives","Organic sulfuric acids and derivatives","Sulfuric acid esters","Sulfuric acid monoesters","https://pubchem.ncbi.nlm.nih.gov/compound/8904"
"C696",271.7205,434.1547,"C18H26O12",18,26,0,12,0,0,"18:0:0",1.44444444444444,0.666666666666667,0,-0.111111111111111,-0.111111111111111,6,-6,"4-Hydroxy-5-(3',4'-dihydroxyphenyl)-valeric acid-O-methyl-O-glucuronide",NA,NA,NA,NA,NA,NA
"C697",272.362,328.1518,"C15H24N2O4S",15,24,2,4,0,1,"15:2:0",1.6,0.266666666666667,0.133333333333333,-1.06666666666667,-0.533333333333333,5,1,"Tiapride_4","Organic compounds","Benzenoids","Benzene and substituted derivatives","Benzenesulfonyl compounds","Benzenesulfonyl compounds","https://pubchem.ncbi.nlm.nih.gov/compound/5467"
"C698",272.781,311.1453,"C14H21N3O5",14,21,3,5,0,0,"14:3:0",1.5,0.357142857142857,0.214285714285714,-0.785714285714286,-0.142857142857143,6,1,"C00051237_1","Organic compounds","Benzenoids","Benzene and substituted derivatives","Benzoic acids and derivatives","Gallic acid and derivatives","https://pubchem.ncbi.nlm.nih.gov/compound/161464"
"C699",270.7325,194.1298,"C12H18O2",12,18,0,2,0,0,"12:0:0",1.5,0.166666666666667,0,-1.16666666666667,-1.16666666666667,4,2,"Neocnidilide_2",NA,NA,NA,NA,NA,NA
"C700",270.412,356.1078,"C16H16N6O2S",16,16,6,2,0,1,"16:6:0",1,0.125,0.375,-0.75,0.5,12,10,"1-(4-morpholinyl)-2-[[3-(3-pyridinyl)-[1,2,4]triazolo[4,3-b]pyridazin-6-yl]thio]ethanone_3","Organic compounds","Organoheterocyclic compounds","Pyridines and derivatives","Pyridyltriazoles","Pyridyl-1,2,4-triazoles","https://pubchem.ncbi.nlm.nih.gov/compound/5310565"
"C701",270.298,324.1198,"C12H16N6O5",12,16,6,5,0,0,"12:6:0",1.33333333333333,0.416666666666667,0.5,-0.5,1,8,3,"archaeosine_3","Organic compounds","Nucleosides, nucleotides, and analogues","Pyrrolopyrimidine nucleosides and nucleotides",NA,"Pyrrolopyrimidine nucleosides and nucleotides","https://pubchem.ncbi.nlm.nih.gov/compound/132841"
"C702",271.102,298.1404,"C14H22N2O3S",14,22,2,3,0,1,"14:2:0",1.57142857142857,0.214285714285714,0.142857142857143,-1.14285714285714,-0.571428571428571,5,2,"piprozolin_6",NA,NA,NA,NA,NA,NA
"C703",271.903,246.1244,"C10H18N2O5",10,18,2,5,0,0,"10:2:0",1.8,0.5,0.2,-0.8,-0.2,3,-2,"gamma-Glutamylvaline",NA,NA,NA,NA,NA,NA
"C704",271.7275,382.1618,"C14H26N2O10",14,26,2,10,0,0,"14:2:0",1.85714285714286,0.714285714285714,0.142857142857143,-0.428571428571429,0,3,-7,"beta-D-glucosaminyl-(1->4)-N-acetyl-beta-D-glucosamine_2","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Acylaminosugars","https://pubchem.ncbi.nlm.nih.gov/compound/10156719"
"C705",271.432,366.1677,"C16H30O7S",16,30,0,7,0,1,"16:0:0",1.875,0.4375,0,-1,-0.875,2,-5,"1,4-bis(1,3-dimethylbutyl) sulfosuccinic acid_5",NA,NA,NA,NA,NA,NA
"C706",272.9375,166.0986,"C6H10N6",6,10,6,0,0,0,"6:6:0",1.66666666666667,0,1,-1.66666666666667,1.33333333333333,5,5,"Cyromazine","Organic compounds","Organoheterocyclic compounds","Triazines","Aminotriazines","N-aliphatic s-triazines","https://pubchem.ncbi.nlm.nih.gov/compound/47866"
"C707",272.5515,334.141,"C12H22N4O7",12,22,4,7,0,0,"12:4:0",1.83333333333333,0.583333333333333,0.333333333333333,-0.666666666666667,0.333333333333333,4,-3,"2,4-Deoxy-4-Guanidino-5-N-Acetyl-Neuraminic Acid_3","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","C-glucuronides","https://pubchem.ncbi.nlm.nih.gov/compound/46936668"
"C708",271.958,244.1438,"C11H20N2O4",11,20,2,4,0,0,"11:2:0",1.81818181818182,0.363636363636364,0.181818181818182,-1.09090909090909,-0.545454545454546,3,-1,"Hydroxyprolyl-Leucine_2",NA,NA,NA,NA,NA,NA
"C709",264.4885,336.0783,"C10H16N4O7S",10,16,4,7,0,1,"10:4:0",1.6,0.7,0.4,-0.2,1.2,5,-2,"S-Nitrosoglutathione","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides","https://pubchem.ncbi.nlm.nih.gov/compound/104858"
"C710",264.2865,326.1354,"C15H22N2O4S",15,22,2,4,0,1,"15:2:0",1.46666666666667,0.266666666666667,0.133333333333333,-0.933333333333333,-0.4,6,2,"Hydroxyhexamide_4",NA,NA,NA,NA,NA,NA
"C711",263.3515,296.1251,"C11H16N6O4",11,16,6,4,0,0,"11:6:0",1.45454545454545,0.363636363636364,0.545454545454545,-0.727272727272727,0.909090909090909,7,3,"2-Methylaminoadenosine_5","Organic compounds","Nucleosides, nucleotides, and analogues","Purine nucleosides",NA,"Purine nucleosides","https://pubchem.ncbi.nlm.nih.gov/compound/439946"
"C712",263.9365,298.1407,"C14H22N2O3S",14,22,2,3,0,1,"14:2:0",1.57142857142857,0.214285714285714,0.142857142857143,-1.14285714285714,-0.571428571428571,5,2,"piprozolin_7",NA,NA,NA,NA,NA,NA
"C713",263.6185,218.0938,"C10H18O3S",10,18,0,3,0,1,"10:0:0",1.8,0.3,0,-1.2,-1,2,-1,"S-[1-[2-(Acetyloxy)ethyl]butyl] ethanethioate",NA,NA,NA,NA,NA,NA
