"cmpd","rt","annotation","ann.confidence","median.signal","inferred.M","inferred.formula","inchikey","inchi","pubchem.url","synonyms","inchikey.1","kingdom","superclass","class","subclass","parent","description"
"C600",245.1,"Polyhydroxylated cyclic sulfoxide_2","2",2419.36177961857,344.1112,"C12H24O9S","ZCFDZGVJJBUOOF-UHFFFAOYNA-N",NA,NA,"NA","ZCFDZGVJJBUOOF-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA
"C601",245.0915,"S-butyryl-4'-phosphopantetheine(2-)","2",4018.44694616033,428.1313,"C15H29N2O8PS","PZIQDUSGQUZEBS-UGPWUYPHNA-L",NA,NA,"NA","PZIQDUSGQUZEBS-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA
"C602",244.6495,"N-(4-acetamidophenyl)-2-[[1-(4-ethylphenyl)-5-tetrazolyl]thio]acetamide_7","2",5521.75128763949,396.1411,"C19H20N6O2S","UFQMMFCIGWSKDO-UHFFFAOYSA-N","InChI=1S/C19H20N6O2S/c1-3-14-4-10-17(11-5-14)25-19(22-23-24-25)28-12-18(27)21-16-8-6-15(7-9-16)20-13(2)26/h4-11H,3,12H2,1-2H3,(H,20,26)(H,21,27)","https://pubchem.ncbi.nlm.nih.gov/compound/1078044","NA","UFQMMFCIGWSKDO-UHFFFAOYSA-N","Organic compounds","Organoheterocyclic compounds","Azoles","Tetrazoles","Phenyltetrazoles and derivatives","This compound belongs to the class of organic compounds known as phenyltetrazoles and derivatives. These are compounds containing a phenyltetrazole skeleton, which consists of a tetrazole bound to a phenyl group."
"C603",244.721,"beta-D-glucosaminyl-(1->4)-N-acetyl-beta-D-glucosamine_1","2",4754.93376877482,382.1617,"C14H26N2O10","TVLSMEPJGATPGK-CGKOVJDHSA-N","InChI=1S/C14H26N2O10/c1-4(19)16-8-11(22)12(6(3-18)24-13(8)23)26-14-7(15)10(21)9(20)5(2-17)25-14/h5-14,17-18,20-23H,2-3,15H2,1H3,(H,16,19)/t5-,6-,7-,8-,9-,10-,11-,12-,13-,14+/m1/s1","https://pubchem.ncbi.nlm.nih.gov/compound/10156719","NA","TVLSMEPJGATPGK-CGKOVJDHSA-N","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Acylaminosugars","This compound belongs to the class of organic compounds known as acylaminosugars. These are organic compounds containing a sugar linked to a chain through N-acyl group."
"C604",245.6175,"Ptelatoside A","2",3961.27746700171,414.1512,"C19H26O10","DZMYOBBWRZTUTA-UHFFFAOYNA-N",NA,NA,"NA","DZMYOBBWRZTUTA-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA
"C605",243.135,"gamma-Glutamylisoleucine_1","2",554.605303097949,260.14,"C11H20N2O5","SNCKGJWJABDZHI-WHOSYVTDNA-N",NA,NA,"NA","SNCKGJWJABDZHI-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA
"C606",243.828,"Oxypinnatanine","2",433.830852531581,260.1029,"C10H16N2O6","FKPGGSOHTXQOGP-UHFFFAOYNA-N",NA,NA,"NA","FKPGGSOHTXQOGP-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA
"C607",202.001,"Ethyl sorbate","2",102.432048908746,140.0826,"C8H12O2","OZZYKXXGCOLLLO-TWTPFVCWSA-N","InChI=1S/C8H12O2/c1-3-5-6-7-8(9)10-4-2/h3,5-7H,4H2,1-2H3/b5-3+,7-6+","https://pubchem.ncbi.nlm.nih.gov/compound/1550470","NA","OZZYKXXGCOLLLO-TWTPFVCWSA-N","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acid esters","Fatty acid esters","This compound belongs to the class of organic compounds known as fatty acid esters. These are carboxylic ester derivatives of a fatty acid."
"C608",204.393,"Macrozamin_4","2",2674.73442343424,384.1412,"C13H24N2O11","DQCANINXHQSIAW-XHGHFKPONA-N",NA,NA,"NA","DQCANINXHQSIAW-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA
"C609",204.8615,"trans-o-Coumaric acid 2-glucoside","2",4500.01542726129,326.0997,"C15H18O8","GVRIYIMNJGULCZ-AATRIKPKNA-N",NA,NA,"NA","GVRIYIMNJGULCZ-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA
"C610",169.3615,"1-(4,6-dimethoxy-2-pyrimidinyl)-3-(2-methoxyethyl)thiourea","2",897.955873883185,272.0886,"C10H16N4O3S","JXNRYUHBNBPZGP-UHFFFAOYSA-N","InChI=1S/C10H16N4O3S/c1-15-5-4-11-10(18)14-9-12-7(16-2)6-8(13-9)17-3/h6H,4-5H2,1-3H3,(H2,11,12,13,14,18)","https://pubchem.ncbi.nlm.nih.gov/compound/1955478","NA","JXNRYUHBNBPZGP-UHFFFAOYSA-N","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Ethers","Alkyl aryl ethers","This compound belongs to the class of organic compounds known as alkyl aryl ethers. These are organic compounds containing the alkyl aryl ether functional group with the generic formula R-O-R' , where R is an alkyl group and R' is an aryl group."
"C611",173.1335,"Triazamat MII (CL 900056)","2",947.448336190726,286.1041,"C11H18N4O3S","AFBLYMRPEFNRJG-UHFFFAOYSA-N","InChI=1S/C11H18N4O3S/c1-11(2,3)8-12-9(19-6-7(16)17)15(13-8)10(18)14(4)5/h6H2,1-5H3,(H,16,17)","https://pubchem.ncbi.nlm.nih.gov/compound/14299898","NA","AFBLYMRPEFNRJG-UHFFFAOYSA-N","Organic compounds","Organosulfur compounds","Thioethers","Aryl thioethers","Aryl thioethers","This compound belongs to the class of organic compounds known as aryl thioethers. These are organosulfur compounds containing a thioether group that is substituted by an aryl group."
"C612",180.6405,"Antibiotic 17927A1;Antibiotic 890A1;Antibiotic MM 22380;Antibiotic PS 3A;Epithienamycin A;MM 22380_2","2",1465.69554845411,314.0998,"C13H18N2O5S","VUDXUIMGYZQRKK-GLSYNWRXNA-N",NA,NA,"NA","VUDXUIMGYZQRKK-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA
"C613",185.429,"1,1'-(Tetrahydro-6a-hydroxy-2,3a,5-trimethylfuro[2,3-d]-1,3-dioxole-2,5-diyl)bis-ethanone","2",960.534400466105,258.1088,"C12H18O6","TXTNKDRGVWKECN-UHFFFAOYNA-N",NA,NA,"NA","TXTNKDRGVWKECN-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA
"C614",183.621,"biotinate sulfoxide(1-)","2",774.125122946054,260.0898,"C10H16N2O4S","KCSKCIQYNAOBNQ-YBSFLMRUSA-M","InChI=1S/C10H16N2O4S/c13-8(14)4-2-1-3-7-9-6(5-17(7)16)11-10(15)12-9/h6-7,9H,1-5H2,(H,13,14)(H2,11,12,15)/p-1/t6-,7-,9-,17?/m0/s1","https://pubchem.ncbi.nlm.nih.gov/compound/25244087","NA","KCSKCIQYNAOBNQ-YBSFLMRUSA-M","Organic compounds","Organoheterocyclic compounds","Biotin and derivatives",NA,"Biotin and derivatives","This compound belongs to the class of organic compounds known as biotin and derivatives. These are organic compounds containing a ureido (tetrahydroimidizalone) ring fused with a tetrahydrothiophene ring."
"C615",281.496,"5-benzyl-1,3-thiazol-2-amine","2",102.695814751722,190.062,"C10H10N2S","FJIMLXBJUVLMMN-UHFFFAOYSA-N","InChI=1S/C10H10N2S/c11-10-12-7-9(13-10)6-8-4-2-1-3-5-8/h1-5,7H,6H2,(H2,11,12)","https://pubchem.ncbi.nlm.nih.gov/compound/691952","NA","FJIMLXBJUVLMMN-UHFFFAOYSA-N","Organic compounds","Organoheterocyclic compounds","Azoles","Thiazoles","2,5-disubstituted thiazoles","This compound belongs to the class of organic compounds known as 2,5-disubstituted thiazoles. These are compounds containing a thiazole ring substituted at positions 2 and 5 only."
"C616",281.8795,"4-(1,3-benzodioxol-5-ylhydrazinylidene)pyrazole-3,5-diamine","2",311.124052960031,246.0882,"C10H10N6O2","TVJXVUSGFKUFNL-UHFFFAOYSA-N","InChI=1S/C10H10N6O2/c11-9-8(10(12)16-15-9)14-13-5-1-2-6-7(3-5)18-4-17-6/h1-3,13H,4H2,(H4,11,12,14,15,16)","https://pubchem.ncbi.nlm.nih.gov/compound/7313803","NA","TVJXVUSGFKUFNL-UHFFFAOYSA-N","Organic compounds","Organoheterocyclic compounds","Benzodioxoles",NA,"Benzodioxoles","This compound belongs to the class of organic compounds known as benzodioxoles. These are organic compounds containing a benzene ring fused to either isomers of dioxole. Dioxole is a five-membered unsaturated ring of two oxygen atoms and three carbon atoms."
"C617",281.9995,"trans-Jasmone_3","2",70.8316501085156,164.1193,"C11H16O","XMLSXPIVAXONDL-SNAWJCMRSA-N","InChI=1S/C11H16O/c1-3-4-5-6-10-9(2)7-8-11(10)12/h4-5H,3,6-8H2,1-2H3/b5-4+","https://pubchem.ncbi.nlm.nih.gov/compound/1549019","NA","XMLSXPIVAXONDL-SNAWJCMRSA-N","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbonyl compounds","Cyclic ketones","This compound belongs to the class of organic compounds known as cyclic ketones. These are organic compounds containing a ketone that is conjugated to a cyclic moiety."
"C618",282.058,"ethylene glycol bis(2-aminoethyl)tetraacetic acid_3","2",5228.08831658144,380.1458,"C14H24N2O10","DEFVIWRASFVYLL-UHFFFAOYSA-N","InChI=1S/C14H24N2O10/c17-11(18)7-15(8-12(19)20)1-3-25-5-6-26-4-2-16(9-13(21)22)10-14(23)24/h1-10H2,(H,17,18)(H,19,20)(H,21,22)(H,23,24)","https://pubchem.ncbi.nlm.nih.gov/compound/6207","NA","DEFVIWRASFVYLL-UHFFFAOYSA-N","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Tetracarboxylic acids and derivatives","Tetracarboxylic acids and derivatives","This compound belongs to the class of organic compounds known as tetracarboxylic acids and derivatives. These are carboxylic acids containing exactly four carboxyl groups."
"C619",281.22,"[4-methoxy-6-(1-piperidinyl)-1H-1,3,5-triazin-2-ylidene]-nitrosomethanamine_5","2",1095.53406728098,252.1353,"C10H16N6O2","SOJJZPCMPKPGFJ-UHFFFAOYSA-N","InChI=1S/C10H16N6O2/c1-18-10-13-8(7(11)15-17)12-9(14-10)16-5-3-2-4-6-16/h2-6,11H2,1H3,(H,12,13,14)","https://pubchem.ncbi.nlm.nih.gov/compound/6740108","NA","SOJJZPCMPKPGFJ-UHFFFAOYSA-N","Organic compounds","Organoheterocyclic compounds","Triazines","Aminotriazines","Aminotriazines","This compound belongs to the class of organic compounds known as aminotriazines. These are organic compounds containing an amino group attached to a triazine ring."
"C620",281.016,"2'-deamino-2'-hydroxyparomamine(2+)_1","2",3263.92307506578,324.1569,"C12H24N2O8","KXYGCYIEINSYLN-JOUXFQABNA-P",NA,NA,"NA","KXYGCYIEINSYLN-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA
"C621",287.7095,"2-[(1R,3S,4aR,9aS)-1-(hydroxymethyl)-6-(methanesulfonamido)-3,4,4a,9a-tetrahydro-1H-pyrano[3,4-b]benzofuran-3-yl]-N-(cyclopropylmethyl)acetamide_3","2",5007.96197118484,410.156,"C19H26N2O6S","YSCGDHRCRJHNHR-WEINJZQMNA-N",NA,NA,"NA","YSCGDHRCRJHNHR-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA
"C622",288.694,"C-MATE","2",541.134874631804,553.1823,"C20H35N5O9S2","WFUHCHZXLUEMFW-AQEIEYEASA-N",NA,NA,"NA","WFUHCHZXLUEMFW-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA
"C623",287.4565,"Gibberellin A28;GA28_3","2",5328.91721604544,394.161,"C20H26O8","YPZCOEDTKIYBEB-SODGMTBTNA-N",NA,NA,"NA","YPZCOEDTKIYBEB-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA
"C624",282.6505,"2,4-Deoxy-4-Guanidino-5-N-Acetyl-Neuraminic Acid_2","2",2347.33007289438,334.1404,"C12H22N4O7","DAAUVSVERFXBSX-WHSUVHHGSA-N","InChI=1S/C12H22N4O7/c1-4(18)15-8-5(16-12(13)14)2-7(11(21)22)23-10(8)9(20)6(19)3-17/h5-10,17,19-20H,2-3H2,1H3,(H,15,18)(H,21,22)(H4,13,14,16)/t5-,6+,7-,8+,9-,10-/m1/s1","https://pubchem.ncbi.nlm.nih.gov/compound/46936668","NA","DAAUVSVERFXBSX-WHSUVHHGSA-N","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","C-glucuronides","This compound belongs to the class of organic compounds known as c-glucuronides. These are glucuronides in which the aglycone is linked to the carbohydrate unit through a C-glycosidic bond."
"C625",283.543,"Nopaline_2","2",982.082616354892,304.1297,"C11H20N4O6","LMKYZBGVKHTLTN-JHPDDGAFNA-N",NA,NA,"NA","LMKYZBGVKHTLTN-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA
"C626",283.605,"Pyruvic acid_2","2",81.3263024234292,88.0146,"C3H4O3","LCTONWCANYUPML-UHFFFAOYSA-N","InChI=1S/C3H4O3/c1-2(4)3(5)6/h1H3,(H,5,6)","https://pubchem.ncbi.nlm.nih.gov/compound/1060","NA","LCTONWCANYUPML-UHFFFAOYSA-N","Organic compounds","Organic acids and derivatives","Keto acids and derivatives","Alpha-keto acids and derivatives","Alpha-keto acids and derivatives","This compound belongs to the class of organic compounds known as alpha-keto acids and derivatives. These are organic compounds containing an aldehyde substituted with a keto group on the adjacent carbon."
"C627",284.064,"N-[(2R,3R,6R)-6-(2-aminoethyl)-2-(hydroxymethyl)oxan-3-yl]-3-methoxybenzenesulfonamide_1","2",2008.87752102092,344.1434,"C15H24N2O5S","FUQFZQORNFVFMN-DWJHFUFGNA-N",NA,NA,"NA","FUQFZQORNFVFMN-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA
"C628",283.7505,"2-acetamido-2-deoxy-alpha-L-galactopyranuronosyl-(1->3)-N-acetyl-D-quinovosamine_1","2",4765.04476677237,422.1565,"C16H26N2O11","XYZHKJQHXUZGSK-PTCRCJAKSA-N","InChI=1S/C16H26N2O11/c1-4-9(21)12(8(15(26)27-4)18-6(3)20)28-16-7(17-5(2)19)10(22)11(23)13(29-16)14(24)25/h4,7-13,15-16,21-23,26H,1-3H3,(H,17,19)(H,18,20)(H,24,25)/t4-,7+,8-,9-,10+,11+,12-,13-,15?,16-/m1/s1","https://pubchem.ncbi.nlm.nih.gov/compound/45266786","NA","XYZHKJQHXUZGSK-PTCRCJAKSA-N","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","N-acyl-alpha-hexosamines","This compound belongs to the class of organic compounds known as n-acyl-alpha-hexosamines. These are carbohydrate derivatives containing a hexose moiety in which the oxygen atom is replaced by an n-acyl group."
"C629",283.2665,"N-(4-acetamidophenyl)-2-[[1-(4-ethylphenyl)-5-tetrazolyl]thio]acetamide_8","2",5899.35284418201,396.1407,"C19H20N6O2S","UFQMMFCIGWSKDO-UHFFFAOYSA-N","InChI=1S/C19H20N6O2S/c1-3-14-4-10-17(11-5-14)25-19(22-23-24-25)28-12-18(27)21-16-8-6-15(7-9-16)20-13(2)26/h4-11H,3,12H2,1-2H3,(H,20,26)(H,21,27)","https://pubchem.ncbi.nlm.nih.gov/compound/1078044","NA","UFQMMFCIGWSKDO-UHFFFAOYSA-N","Organic compounds","Organoheterocyclic compounds","Azoles","Tetrazoles","Phenyltetrazoles and derivatives","This compound belongs to the class of organic compounds known as phenyltetrazoles and derivatives. These are compounds containing a phenyltetrazole skeleton, which consists of a tetrazole bound to a phenyl group."
"C630",283.612,"2-[[3-methyl-7-(3-methylbutyl)-2,6-dioxo-8-purinyl]thio]propanoic acid methyl ester_5","2",5385.93910742649,354.1306,"C15H22N4O4S","HQQCGZDMNBZXKF-UHFFFAOYNA-N",NA,NA,"NA","HQQCGZDMNBZXKF-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA
"C631",285.8805,"xi-2,2,6-Trimethyl-1,4-cyclohexanedione_2","2",77.0826963798818,154.0989,"C9H14O2","HVHHZSFNAYSPSA-UHFFFAOYNA-N",NA,NA,"NA","HVHHZSFNAYSPSA-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA
"C632",285.4705,"Alpha-CEHC_1","2",2388.35914221117,278.151,"C16H22O4","AXODOWFEFKOVSH-UHFFFAOYNA-N",NA,NA,"NA","AXODOWFEFKOVSH-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA
"C633",285.4595,"FR 900490_1","2",4459.93624044508,370.1611,"C14H22N6O6","SJMNSEOOTVHHOW-UHFFFAOYNA-N",NA,NA,"NA","SJMNSEOOTVHHOW-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA
"C634",284.471,"6-(Pentylthio)-1H-purine_5","2",331.971734076875,222.0888,"C10H14N4S","UDXMVJZRHSMPEJ-UHFFFAOYSA-N","InChI=1S/C10H14N4S/c1-2-3-4-5-15-10-8-9(12-6-11-8)13-7-14-10/h6-7H,2-5H2,1H3,(H,11,12,13,14)","https://pubchem.ncbi.nlm.nih.gov/compound/79515","NA","UDXMVJZRHSMPEJ-UHFFFAOYSA-N","Organic compounds","Organoheterocyclic compounds","Imidazopyrimidines","Purines and purine derivatives","6-thiopurines","This compound belongs to the class of organic compounds known as 6-thiopurines. These are compounds containing a purine that carries a thiol group at the 6-position. Purine is a bicyclic aromatic compound made up of a pyrimidine ring fused to an imidazole ring."
"C635",284.8345,"Decyl sulfate_3","2",651.442007941166,238.1209,"C10H22O4S","CSMFSDCPJHNZRY-UHFFFAOYSA-N","InChI=1S/C10H22O4S/c1-2-3-4-5-6-7-8-9-10-14-15(11,12)13/h2-10H2,1H3,(H,11,12,13)","https://pubchem.ncbi.nlm.nih.gov/compound/8904","NA","CSMFSDCPJHNZRY-UHFFFAOYSA-N","Organic compounds","Organic acids and derivatives","Organic sulfuric acids and derivatives","Sulfuric acid esters","Sulfuric acid monoesters","This compound belongs to the class of organic compounds known as sulfuric acid monoesters. These are organic compounds containing the sulfuric acid monoester functional group, with the generic structure ROS(O)(=O)=O, (R=organyl group)."
"C636",284.518,"(3Z)-dodec-3-en-1-yl sulfate_3","2",1014.82784917935,264.1346,"C12H24O4S","OXZPGZPXSCUIQZ-KTKRTIGZSA-M","InChI=1S/C12H24O4S/c1-2-3-4-5-6-7-8-9-10-11-12-16-17(13,14)15/h9-10H,2-8,11-12H2,1H3,(H,13,14,15)/p-1/b10-9-","https://pubchem.ncbi.nlm.nih.gov/compound/24796649","NA","OXZPGZPXSCUIQZ-KTKRTIGZSA-M","Organic compounds","Organic acids and derivatives","Organic sulfuric acids and derivatives","Sulfuric acid esters","Sulfuric acid monoesters","This compound belongs to the class of organic compounds known as sulfuric acid monoesters. These are organic compounds containing the sulfuric acid monoester functional group, with the generic structure ROS(O)(=O)=O, (R=organyl group)."
"C637",283.596,"Nopalinic acid_3","2",670.975651039205,262.1192,"C10H18N2O6","UXZAXFPFSQRZOZ-UHFFFAOYNA-N",NA,NA,"NA","UXZAXFPFSQRZOZ-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA
"C638",284.2375,"1,4-bis(1,3-dimethylbutyl) sulfosuccinic acid_4","2",2834.16131636825,366.1666,"C16H30O7S","CLJDUFMUISGSEC-UHFFFAOYNA-N",NA,NA,"NA","CLJDUFMUISGSEC-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA
"C639",284.1565,"Valganciclovir_1","2",2929.11439951252,354.1681,"C14H22N6O5","WPVFJKSGQUFQAP-GKAPJAKFSA-N","InChI=1S/C14H22N6O5/c1-7(2)9(15)13(23)24-4-8(3-21)25-6-20-5-17-10-11(20)18-14(16)19-12(10)22/h5,7-9,21H,3-4,6,15H2,1-2H3,(H3,16,18,19,22)/t8?,9-/m0/s1","https://pubchem.ncbi.nlm.nih.gov/compound/64147","NA","WPVFJKSGQUFQAP-GKAPJAKFSA-N","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Alpha amino acid esters","This compound belongs to the class of organic compounds known as alpha amino acid esters. These are ester derivatives of alpha amino acids."
"C640",284.2515,"Avenic acid A_2","2",2939.89226247548,322.1413,"C12H22N2O8","QUKMQOBHQMWLLR-UHFFFAOYNA-N",NA,NA,"NA","QUKMQOBHQMWLLR-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA
"C641",285.413,"Lamiol","2",4551.63462694304,378.1628,"C16H26O10","IPTRSKQQZMUJQM-AGUANKBWNA-N",NA,NA,"NA","IPTRSKQQZMUJQM-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA
"C642",285.7705,"Thymol Sulfate","2",542.776147150342,230.0577,"C10H14O4S","NODSEPOUFZPJEQ-UHFFFAOYSA-N","InChI=1S/C10H14O4S/c1-7(2)9-5-4-8(3)6-10(9)14-15(11,12)13/h4-7H,1-3H3,(H,11,12,13)","https://pubchem.ncbi.nlm.nih.gov/compound/12456386","NA","NODSEPOUFZPJEQ-UHFFFAOYSA-N","Organic compounds","Organic acids and derivatives","Organic sulfuric acids and derivatives","Arylsulfates","Phenylsulfates","This compound belongs to the class of organic compounds known as phenylsulfates. These are compounds containing a sulfuric acid group conjugated to a phenyl group."
"C643",284.6815,"Thymol glucoside;Thymol-beta-D-glucoside_2","2",3233.32601817208,312.1573,"C16H24O6","GKQGIQVSMCHAFX-XWCHTRRFNA-N",NA,NA,"NA","GKQGIQVSMCHAFX-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA
"C644",285.0575,"Lysyl-Asparagine_2","2",445.483022468907,260.1407,"C10H20N4O4","JPNRPAJITHRXRH-UHFFFAOYNA-N",NA,NA,"NA","JPNRPAJITHRXRH-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA
"C645",284.68,"N-cyclohexyl-4-(4-nitrophenyl)-1-piperazinecarbothioamide","2",2351.80610882093,348.1547,"C17H24N4O2S","IAFFAWSDWUDDKZ-UHFFFAOYSA-N","InChI=1S/C17H24N4O2S/c22-21(23)16-8-6-15(7-9-16)19-10-12-20(13-11-19)17(24)18-14-4-2-1-3-5-14/h6-9,14H,1-5,10-13H2,(H,18,24)","https://pubchem.ncbi.nlm.nih.gov/compound/2907665","NA","IAFFAWSDWUDDKZ-UHFFFAOYSA-N","Organic compounds","Organoheterocyclic compounds","Diazinanes","Piperazines","Phenylpiperazines","This compound belongs to the class of organic compounds known as phenylpiperazines. These are compounds containing a phenylpiperazine skeleton, which consists of a piperazine bound to a phenyl group."
"C646",284.6565,"alpha-D-Rhap4NFo-(1->3)-alpha-D-Rhap4NFo","2",5562.12894525642,364.1509,"C14H24N2O9","YYKBTJOTEUWOKU-XWZURASINA-N",NA,NA,"NA","YYKBTJOTEUWOKU-XWZURASINA-N",NA,NA,NA,NA,NA,NA
"C647",285.45,"Levamisole","2",145.447754124262,204.0765,"C11H12N2S","HLFSDGLLUJUHTE-SNVBAGLBSA-N","InChI=1S/C11H12N2S/c1-2-4-9(5-3-1)10-8-13-6-7-14-11(13)12-10/h1-5,10H,6-8H2/t10-/m1/s1","https://pubchem.ncbi.nlm.nih.gov/compound/26879","NA","HLFSDGLLUJUHTE-SNVBAGLBSA-N","Organic compounds","Organoheterocyclic compounds","Imidazothiazoles",NA,"Imidazothiazoles","This compound belongs to the class of organic compounds known as imidazothiazoles. These are organic polycyclic compounds containing an imidazole ring fused to a thiazole ring. Imidazole is 5-membered ring consisting of three carbon atoms, and two nitrogen centers at the 1- and 3-positions. Thiazole is a 6-membered ring that contains both sulfur and nitrogen."
"C648",285.1715,"Penicilloic acid_2","2",4790.64962352868,352.1135,"C16H20N2O5S","HCYWNSXLUZRKJX-UHFFFAOYNA-N",NA,NA,"NA","HCYWNSXLUZRKJX-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA
"C649",285.2005,"O-(N-acetyl-alpha-D-galactosaminyl)-L-serine_1","2",3736.08237454463,308.1251,"C11H20N2O8","REDMNGDGDYFZRE-WKWISIMFSA-N","InChI=1S/C11H20N2O8/c1-4(15)13-7-9(17)8(16)6(2-14)21-11(7)20-3-5(12)10(18)19/h5-9,11,14,16-17H,2-3,12H2,1H3,(H,13,15)(H,18,19)/t5-,6+,7+,8-,9+,11-/m0/s1","https://pubchem.ncbi.nlm.nih.gov/compound/447272","NA","REDMNGDGDYFZRE-WKWISIMFSA-N","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Glycosyl-amino acids","This compound belongs to the class of organic compounds known as glycosyl-amino acids. These are compounds consisting of saccharide linked through a glycosyl linkage (O-, N-, or S-) to an amino acid."
"C650",285.5065,"piprozolin_5","2",3160.32829495058,298.141,"C14H22N2O3S","UAXYBJSAPFTPNB-UHFFFAOYNA-N",NA,NA,"NA","UAXYBJSAPFTPNB-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA
"C651",285.0905,"ethylenediaminetetraacetonitrile_2","2",119.303305042505,216.1156,"C10H12N6","FDWRKVKXYZRYOD-UHFFFAOYSA-N","InChI=1S/C10H12N6/c11-1-5-15(6-2-12)9-10-16(7-3-13)8-4-14/h5-10H2","https://pubchem.ncbi.nlm.nih.gov/compound/21984","NA","FDWRKVKXYZRYOD-UHFFFAOYSA-N","Organic compounds","Organic nitrogen compounds","Organonitrogen compounds","Amines","Trialkylamines","This compound belongs to the class of organic compounds known as trialkylamines. These are organic compounds containing a trialkylamine group, characterized by exactly three alkyl groups bonded to the amino nitrogen."
"C652",280.856,"9-[6(RS)-C-carboxamido-5,6,7-trideoxy-beta-D-ribo-octofuranosyl]-9H-purin-6-amine_2","2",5134.08645761615,352.151,"C14H20N6O5","HWPDSCXCCGYODM-RSTRBOBWNA-N",NA,NA,"NA","HWPDSCXCCGYODM-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA
"C653",280.3755,"1,2-diisobutoxycarbonylethanesulfonic acid_4","2",3261.0208283933,310.1042,"C12H22O7S","NNARPPSIYMCXMB-UHFFFAOYNA-N",NA,NA,"NA","NNARPPSIYMCXMB-UHFFFAOYNA-N",NA,NA,NA,NA,NA,NA
"C654",279.7265,"2-[[4-amino-5-(4-tert-butylphenyl)-1,2,4-triazol-3-yl]thio]acetic acid propan-2-yl ester_1","2",1838.46586514542,348.1548,"C17H24N4O2S","NERMGOLFRVSVAQ-UHFFFAOYSA-N","InChI=1S/C17H24N4O2S/c1-11(2)23-14(22)10-24-16-20-19-15(21(16)18)12-6-8-13(9-7-12)17(3,4)5/h6-9,11H,10,18H2,1-5H3","https://pubchem.ncbi.nlm.nih.gov/compound/662232","NA","NERMGOLFRVSVAQ-UHFFFAOYSA-N","Organic compounds","Organoheterocyclic compounds","Azoles","Triazoles","Phenyl-1,2,4-triazoles","This compound belongs to the class of organic compounds known as phenyl-1,2,4-triazoles. These are organic compounds containing a 1,2,4-triazole substituted by a phenyl group."
