cmpd,rt,annotation,ann.confidence,median.signal,inferred.M,inferred.formula,inchikey,inchi,hmdb.url,lm.url,pubchem.url,chebi.url,synonyms,inchikey.1,kingdom,superclass,class,subclass,parent,description
C2406,462.36725,Ac-Gln-D-Phe-His-D-Pro-betaAla,2,874.0103483,640.3007,C30H40N8O8,KLKHWFRYTZAAFL-UARRHKHWSA-N,"InChI=1S/C30H40N8O8/c1-18(39)35-21(9-10-25(31)40)27(43)36-22(14-19-6-3-2-4-7-19)28(44)37-23(15-20-16-32-17-34-20)30(46)38-13-5-8-24(38)29(45)33-12-11-26(41)42/h2-4,6-7,16-17,21-24H,5,8-15H2,1H3,(H2,31,40)(H,32,34)(H,33,45)(H,35,39)(H,36,43)(H,37,44)(H,41,42)/t21-,22+,23-,24+/m0/s1",NA,NA,NA,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:73013,"Ac-Gln-D-Phe-His-D-Pro-betaAla __ 3-[[(2R)-1-[(2S)-2-[[(2R)-2-[[(2S)-2-acetamido-5-amino-5-keto-pentanoyl]amino]-3-phenyl-propanoyl]amino]-3-(1H-imidazol-5-yl)propanoyl]prolyl]amino]propionic acid __ 3-[[(2R)-1-[(2S)-2-[[(2R)-2-[[(2S)-2-acetamido-5-amino-5-oxopentanoyl]amino]-3-phenylpropanoyl]amino]-3-(1H-imidazol-5-yl)propanoyl]pyrrolidine-2-carbonyl]amino]propanoic acid __ 3-[[(2R)-1-[(2S)-2-[[(2R)-2-[[(2S)-2-acetamido-5-amino-5-oxo-pentanoyl]amino]-3-phenyl-propanoyl]amino]-3-(1H-imidazol-5-yl)propanoyl]pyrrolidine-2-carbonyl]amino]propanoic acid __ 3-[[[(2R)-1-[(2S)-2-[[(2R)-2-[[(2S)-2-acetamido-5-amino-1,5-dioxopentyl]amino]-1-oxo-3-phenylpropyl]amino]-3-(1H-imidazol-5-yl)-1-oxopropyl]-2-pyrrolidinyl]-oxomethyl]amino]propanoic acid __ 3-[[(2R)-1-[(2S)-2-[[(2R)-2-[[(2S)-2-acetamido-5-azanyl-5-oxidanylidene-pentanoyl]amino]-3-phenyl-propanoyl]amino]-3-(1H-imidazol-5-yl)propanoyl]pyrrolidin-2-yl]carbonylamino]propanoic acid",KLKHWFRYTZAAFL-UARRHKHWSA-N,Organic compounds,Organic acids and derivatives,Peptidomimetics,Hybrid peptides,Hybrid peptides,"This compound belongs to the class of organic compounds known as hybrid peptides. These are compounds containing at least two different types of amino acids (alpha, beta, gamma, delta) linked to each other through a peptide bond."
C2407,461.467,scilliroside,2,1483.481591,618.3044,C33H46O11,ZAXLKOUOBYJMHS-RNFYAHEWNA-N,NA,NA,NA,NA,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:28332,ChEBI=CHEBI:28332,ZAXLKOUOBYJMHS-RNFYAHEWNA-N,NA,NA,NA,NA,NA,NA
C2408,465.151,17-Hydroxyprogesterone,2,1592.548694,330.2214,C21H30O3,DBPWSSGDRRHUNT-ZFHCACHCNA-N,NA,http://www.hmdb.ca/metabolites/HMDB0000374,https://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMST02030161,NA,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:17252,HMDB=HMDB0000374 __ ChEBI=CHEBI:17252 __ SMPDB=PW_C000273 __ T3DB=T3D4282 __ FooDB=FDB021992 __ STOFF=STOFF_8530 __ BMDB=BMDB00374 __ LipidMAPS=LMST02030161 __ Urine=HMDB0000374 __ Saliva=HMDB0000374 __ Serum=HMDB0000374 __ PubChem=16395880;6238 __ UNPD=UNPD140945;UNPD27992,DBPWSSGDRRHUNT-ZFHCACHCNA-N,NA,NA,NA,NA,NA,NA
C2409,464.4225,Endomorphin-1,2,1522.116154,610.2891,C34H38N6O5,ZEXLJFNSKAHNFH-SYKYGTKKSA-N,"InChI=1S/C34H38N6O5/c35-26(17-22-12-14-24(41)15-13-22)34(45)40-16-6-11-30(40)33(44)39-29(19-23-20-37-27-10-5-4-9-25(23)27)32(43)38-28(31(36)42)18-21-7-2-1-3-8-21/h1-5,7-10,12-15,20,26,28-30,37,41H,6,11,16-19,35H2,(H2,36,42)(H,38,43)(H,39,44)/t26-,28-,29-,30-/m0/s1",http://www.hmdb.ca/metabolites/HMDB0005773,NA,NA,NA,Endomorphin-1 __ Endomorphin 1 __ Endomorphin-1__2 __ H-Tyr-Pro-Trp-Phe-NH2 __ (2S)-N-[(1S)-2-[[(1S)-2-amino-1-benzyl-2-oxo-ethyl]amino]-1-(1H-indol-3-ylmethyl)-2-oxo-ethyl]-1-[(2S)-2-amino-3-(4-hydroxyphenyl)propanoyl]pyrrolidine-2-carboxamide __ (2S)-N-[(1S)-2-[[(1S)-2-amino-1-benzyl-2-keto-ethyl]amino]-1-(1H-indol-3-ylmethyl)-2-keto-ethyl]-1-[(2S)-2-amino-3-(4-hydroxyphenyl)propanoyl]pyrrolidine-2-carboxamide __ (2S)-1-[(2S)-2-amino-3-(4-hydroxyphenyl)propanoyl]-N-[(2S)-1-[[(2S)-1-amino-1-oxo-3-phenylpropan-2-yl]amino]-3-(1H-indol-3-yl)-1-oxopropan-2-yl]pyrrolidine-2-carboxamide __ (2S)-1-[(2S)-2-amino-3-(4-hydroxyphenyl)-1-oxopropyl]-N-[(2S)-1-[[(2S)-1-amino-1-oxo-3-phenylpropan-2-yl]amino]-3-(1H-indol-3-yl)-1-oxopropan-2-yl]-2-pyrrolidinecarboxamide __ (2S)-1-[(2S)-2-azanyl-3-(4-hydroxyphenyl)propanoyl]-N-[(2S)-1-[[(2S)-1-azanyl-1-oxidanylidene-3-phenyl-propan-2-yl]amino]-3-(1H-indol-3-yl)-1-oxidanylidene-propan-2-yl]pyrrolidine-2-carboxamide,ZEXLJFNSKAHNFH-SYKYGTKKSA-N,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Oligopeptides,This compound belongs to the class of organic compounds known as oligopeptides. These are organic compounds containing a sequence of between three and ten alpha-amino acids joined by peptide bonds.
C2410,463.19,fortimicin KK1__3,2,1459.068522,366.2127,C14H30N4O7,WVUDHRISQRHHPW-NHJHCJIZSA-N,"InChI=1S/C14H30N4O7/c1-3(15)12-11(23)8(20)5(17)14(24-12)25-13-4(16)7(19)9(21)6(18-2)10(13)22/h3-14,18-23H,15-17H2,1-2H3/t3-,4-,5+,6-,7-,8+,9-,10+,11-,12+,13+,14+/m0/s1",NA,NA,https://pubchem.ncbi.nlm.nih.gov/compound/46174017#section=Top,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:86409,"Fortimicin KK1 __ fortimicin KK1__3 __ (1S,2S,3S,4R,5R,6S)-6-amino-5-[(2S,3R,4R,5S,6R)-3-amino-6-[(1S)-1-aminoethyl]-4,5-dihydroxyoxan-2-yl]oxy-3-(methylamino)cyclohexane-1,2,4-triol __ (1S,2S,3S,4R,5R,6S)-6-amino-5-[[(2S,3R,4R,5S,6R)-3-amino-6-[(1S)-1-aminoethyl]-4,5-dihydroxy-2-oxanyl]oxy]-3-(methylamino)cyclohexane-1,2,4-triol __ (1S,2S,3S,4R,5R,6S)-6-azanyl-5-[(2S,3R,4R,5S,6R)-3-azanyl-6-[(1S)-1-azanylethyl]-4,5-bis(oxidanyl)oxan-2-yl]oxy-3-(methylamino)cyclohexane-1,2,4-triol __ (1S,2S,3S,4R,5R,6S)-6-amino-5-[(2S,3R,4R,5S,6R)-3-amino-6-[(1S)-1-aminoethyl]-4,5-dihydroxy-tetrahydropyran-2-yl]oxy-3-(methylamino)cyclohexane-1,2,4-triol",WVUDHRISQRHHPW-NHJHCJIZSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Aminocyclitol glycosides,"This compound belongs to the class of organic compounds known as aminocyclitol glycosides. These are organic compounds containing an amicocyclitol moiety glycosidically linked to a carbohydrate moiety. There are two major classes of aminoglycosides containing a 2-streptamine core. They are called 4,5- and 4,6-disubstituted 2-deoxystreptamines."
C2411,464.8155,Sandoricin,2,2188.211121,588.2572,C31H40O11,FPZCLGWPFTXULY-UHFFFAOYNA-N,NA,http://www.hmdb.ca/metabolites/HMDB0037555,NA,NA,NA,HMDB=HMDB0037555 __ FooDB=FDB016637 __ UNPD=UNPD14489,FPZCLGWPFTXULY-UHFFFAOYNA-N,NA,NA,NA,NA,NA,NA
C2412,465.254,M = 381.7248,,1165.623306,381.7248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C2413,467.3585,"2-(dimethylamino)-1-[(1S)-1-(hydroxymethyl)-7-methoxy-9-methyl-1'-(5-pyrimidinylmethyl)-2-spiro[1,3-dihydropyrido[3,4-b]indole-4,4'-piperidine]yl]ethanone__2",2,2121.696618,492.2839,C27H36N6O3,MGUUOJXERVIBLO-QWVACARCNA-N,NA,NA,NA,NA,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:129590,ChEBI=CHEBI:129590,MGUUOJXERVIBLO-UHFFFAOYSA-N,NA,NA,NA,NA,NA,NA
C2414,469.502,Antibiotic BMG 162aF2;Spergualin,2,864.9856119,403.2909,C17H37N7O4,GDVNLLJNADMLLR-AYSIPDSENA-N,NA,NA,NA,NA,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:80701,KNApSAcK=C00018395 __ ChEBI=CHEBI:80701,GDVNLLJNADMLLR-UHFFFAOYSA-N,NA,NA,NA,NA,NA,NA
C2415,470.87425,C14H56N24O17S,3,1802.873944,864.3976,C14H56N24O17S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C2416,470.36,"YM 47142;N-[N2-[N-[6-Methyl-4-[[N-[N-[N-(3-methyl-1-oxobutyl)-L-phenylalanyl]-L-threonyl]-L-threonyl]amino]-1,2,3-trioxoheptyl]-L-leucyl]-L-asparaginyl]-D-alanine pai-lactone",2,1638.972465,900.4571,C43H64N8O13,WDOYVAJHZHVZQI-XDWAENJCNA-N,NA,NA,NA,NA,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:66495,KNApSAcK=C00016155 __ ChEBI=CHEBI:66495,WDOYVAJHZHVZQI-UHFFFAOYSA-N,NA,NA,NA,NA,NA,NA
C2417,468.5015,Auramycin A,2,811.8406107,797.3241,C41H51NO15,UFVSOHSXEJJBKL-MDEDBRJHNA-N,NA,NA,NA,NA,NA,KNApSAcK=C00018405 __ UNPD=UNPD174528,UFVSOHSXEJJBKL-UHFFFAOYSA-N,NA,NA,NA,NA,NA,NA
C2418,469.60825,Pluramycin A;NSC 21205__2,2,853.2964371,772.3562,C43H52N2O11,BQCHGWYGWQEMTJ-UHFFFAOYNA-N,NA,NA,NA,NA,NA,KNApSAcK=C00018661 __ UNPD=UNPD167451;UNPD56729,BQCHGWYGWQEMTJ-UHFFFAOYSA-N,NA,NA,NA,NA,NA,NA
C2419,468.62975,Caseanigrescen A;(+)-Caseanigrescen A,2,2131.717057,562.2788,C30H42O10,GFJLYOYUCCNCHS-MGYVQGOPNA-N,NA,NA,NA,NA,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:65588,KNApSAcK=C00038707;C00042340 __ ChEBI=CHEBI:65588 __ UNPD=UNPD190968;UNPD92773,GFJLYOYUCCNCHS-UHFFFAOYSA-N,NA,NA,NA,NA,NA,NA
C2420,496.075,Eryloside I;(-)-Eryloside I,2,520.3982495,981.5641,C51H83NO17,RRQBOXJIRNAKOQ-XEOQUSKDNA-N,NA,NA,NA,NA,NA,KNApSAcK=C00045928 __ UNPD=UNPD129898,RRQBOXJIRNAKOQ-UHFFFAOYSA-N,NA,NA,NA,NA,NA,NA
C2421,495.3715,"PA(15:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",2,1381.195056,706.4566,C40H67O8P,AUQJMTAYSKRMCC-FRGLPGJGSA-N,"InChI=1S/C40H67O8P/c1-3-5-7-9-11-13-15-17-18-19-20-21-22-23-25-27-29-31-33-35-40(42)48-38(37-47-49(43,44)45)36-46-39(41)34-32-30-28-26-24-16-14-12-10-8-6-4-2/h5,7,11,13,17-18,20-21,23,25,29,31,38H,3-4,6,8-10,12,14-16,19,22,24,26-28,30,32-37H2,1-2H3,(H2,43,44,45)/b7-5-,13-11-,18-17-,21-20-,25-23-,31-29-/t38-/m1/s1",http://www.hmdb.ca/metabolites/HMDB0114830,https://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP10010158,NA,NA,"PA(15:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)) __ [(2R)-1-pentadecanoyloxy-3-phosphonooxypropan-2-yl] (4Z,7Z,10Z,13Z,16Z,19Z)-docosa-4,7,10,13,16,19-hexaenoate __ [(2R)-1-pentadecanoyloxy-3-phosphonooxy-propan-2-yl] (4Z,7Z,10Z,13Z,16Z,19Z)-docosa-4,7,10,13,16,19-hexaenoate __ [(1R)-1-(pentadecanoyloxymethyl)-2-phosphonooxy-ethyl] (4Z,7Z,10Z,13Z,16Z,19Z)-docosa-4,7,10,13,16,19-hexaenoate __ (4Z,7Z,10Z,13Z,16Z,19Z)-docosa-4,7,10,13,16,19-hexaenoic acid [(2R)-1-(1-oxopentadecoxy)-3-phosphonooxypropan-2-yl] ester __ (4Z,7Z,10Z,13Z,16Z,19Z)-docosa-4,7,10,13,16,19-hexaenoic acid [(1R)-1-(pentadecanoyloxymethyl)-2-phosphonooxy-ethyl] ester",AUQJMTAYSKRMCC-FRGLPGJGSA-N,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphates,"1,2-diacylglycerol-3-phosphates","This compound belongs to the class of organic compounds known as 1,2-diacylglycerol-3-phosphates. These are glycerol-3-phosphates in which the glycerol moiety is bonded to two aliphatic chains through ester linkages."
C2422,498.12175,(+)-Jafrine__4,2,1241.691443,356.2074,C21H28N2O3,DHHZYPMWKCANEU-UGPWUYPHNA-N,NA,NA,NA,NA,NA,KNApSAcK=C00026845 __ UNPD=UNPD70913,DHHZYPMWKCANEU-UHFFFAOYSA-N,NA,NA,NA,NA,NA,NA
C2423,497.416,UNPD208274,2,580.4547323,1023.5466,C48H73N13O12,JIVQGWHGELHXHV-IXOUXNKZNA-N,NA,NA,NA,NA,NA,UNPD=UNPD208274;UNPD58178;UNPD213785,JIVQGWHGELHXHV-UHFFFAOYSA-N,NA,NA,NA,NA,NA,NA
C2424,489.7615,Myxochromide S3,2,1564.962856,748.4135,C40H56N6O8,OPTHDMYHZAOJMC-GHQGPCFMSA-N,"InChI=1S/C40H56N6O8/c1-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-34(48)46(7)35-30(6)54-40(53)31(24-25-33(41)47)44-37(50)29(5)42-36(49)28(4)43-38(51)32(26-27(2)3)45-39(35)52/h8-23,27-32,35H,24-26H2,1-7H3,(H2,41,47)(H,42,49)(H,43,51)(H,44,50)(H,45,52)/b9-8+,11-10+,13-12+,15-14+,17-16+,19-18+,21-20+,23-22+/t28-,29-,30+,31-,32-,35-/m0/s1",NA,NA,NA,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:80046,"Myxochromide S3 __ (2E,4E,6E,8E,10E,12E,14E,16E)-N-[(3S,6S,9S,12S,15S,16R)-3-(3-amino-3-oxo-propyl)-12-isobutyl-6,9,16-trimethyl-2,5,8,11,14-pentaoxo-1-oxa-4,7,10,13-tetrazacyclohexadec-15-yl]-N-methyl-octadeca-2,4,6,8,10,12,14,16-octaenamide __ (2E,4E,6E,8E,10E,12E,14E,16E)-N-[(3S,6S,9S,12S,15S,16R)-3-(3-amino-3-keto-propyl)-12-isobutyl-2,5,8,11,14-pentaketo-6,9,16-trimethyl-1-oxa-4,7,10,13-tetrazacyclohexadec-15-yl]-N-methyl-octadeca-2,4,6,8,10,12,14,16-octaenamide __ (2E,4E,6E,8E,10E,12E,14E,16E)-N-[(3S,6S,9S,12S,15S,16R)-3-(3-amino-3-oxopropyl)-6,9,16-trimethyl-12-(2-methylpropyl)-2,5,8,11,14-pentaoxo-1-oxa-4,7,10,13-tetrazacyclohexadec-15-yl]-N-methyloctadeca-2,4,6,8,10,12,14,16-octaenamide __ (2E,4E,6E,8E,10E,12E,14E,16E)-N-[(3S,6S,9S,12S,15S,16R)-3-(3-azanyl-3-oxidanylidene-propyl)-6,9,16-trimethyl-12-(2-methylpropyl)-2,5,8,11,14-pentakis(oxidanylidene)-1-oxa-4,7,10,13-tetrazacyclohexadec-15-yl]-N-methyl-octadeca-2,4,6,8,10,12,14,16-octaenamide",OPTHDMYHZAOJMC-GHQGPCFMSA-N,Organic compounds,Organic acids and derivatives,Peptidomimetics,Depsipeptides,Cyclic depsipeptides,This compound belongs to the class of organic compounds known as cyclic depsipeptides. These are natural or synthetic compounds having sequences of amino and hydroxy carboxylic acid residues (usually a-amino and a-hydroxy acids) connected in a ring. The residues are commonly but not necessarily regularly alternating.
C2425,491.16625,"(5R,6S,9R)-5-methoxy-3,6,9-trimethyl-2-oxo-14-(1-oxopropylamino)-N-propyl-11-oxa-3,8-diazabicyclo[10.4.0]hexadeca-1(12),13,15-triene-8-carboxamide",2,1336.244112,462.2939,C24H38N4O5,WYILBQVQDSLHTR-IYHLVSGNNA-N,NA,NA,NA,NA,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:122527,ChEBI=CHEBI:122527;CHEBI:122612;CHEBI:122617;CHEBI:122623;CHEBI:122684;CHEBI:122771,WYILBQVQDSLHTR-UHFFFAOYSA-N,NA,NA,NA,NA,NA,NA
C2426,491.117,C14H51N27O6P2S,3,754.8736849,787.3714,C14H51N27O6P2S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C2427,493.8105,Dysoxylin D,2,1128.052763,656.3578,C37H52O10,GWHCYEGDOGSJQJ-SFMSFHAWNA-N,NA,NA,NA,NA,NA,KNApSAcK=C00039077 __ UNPD=UNPD27022,GWHCYEGDOGSJQJ-UHFFFAOYSA-N,NA,NA,NA,NA,NA,NA
C2428,494.3155,Auraptene,2,91920.13657,298.1595,C19H22O3,RSDDHGSKLOSQFK-RVDMUPIBSA-N,"InChI=1S/C19H22O3/c1-14(2)5-4-6-15(3)11-12-21-17-9-7-16-8-10-19(20)22-18(16)13-17/h5,7-11,13H,4,6,12H2,1-3H3/b15-11+",http://www.hmdb.ca/metabolites/HMDB0034054,NA,NA,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:93486,"Auraptene __ Auraptene__2 __ 7-Geranyloxycoumarin __ 7-[(2E)-3,7-dimethylocta-2,6-dienoxy]coumarin __ 7-[(2E)-3,7-dimethylocta-2,6-dienoxy]chromen-2-one __ 7-[(2E)-3,7-dimethylocta-2,6-dienoxy]-1-benzopyran-2-one",RSDDHGSKLOSQFK-RVDMUPIBSA-N,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Terpene lactones,Terpene lactones,This compound belongs to the class of organic compounds known as terpene lactones. These are prenol lipids containing a lactone ring.
C2429,493.99475,"3-[3-[2-(3,4-dimethoxyphenyl)ethyl-methylamino]propyl]-7,8-dimethoxy-2,5-dihydro-1H-3-benzazepin-4-one",2,1323.966921,456.2603,C26H36N2O5,KEDQCFRVSHYKLR-UHFFFAOYSA-N,"InChI=1S/C26H36N2O5/c1-27(13-9-19-7-8-22(30-2)23(15-19)31-3)11-6-12-28-14-10-20-16-24(32-4)25(33-5)17-21(20)18-26(28)29/h7-8,15-17H,6,9-14,18H2,1-5H3",NA,NA,NA,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:93613,"Zatebradine __ 3-[3-[homoveratryl(methyl)amino]propyl]-7,8-dimethoxy-2,5-dihydro-1H-3-benzazepin-4-one __ 3-[3-[2-(3,4-dimethoxyphenyl)ethyl-methylamino]propyl]-7,8-dimethoxy-2,5-dihydro-1H-3-benzazepin-4-one __ 3-[3-[2-(3,4-dimethoxyphenyl)ethyl-methyl-amino]propyl]-7,8-dimethoxy-2,5-dihydro-1H-3-benzazepin-4-one",KEDQCFRVSHYKLR-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Benzazepines,NA,Benzazepines,This compound belongs to the class of organic compounds known as benzazepines. These are organic compounds containing a benzene ring fused to an azepine ring (unsaturated seven-membered heterocycle with one nitrogen atom replacing a carbon atom).
C2430,511.58875,4alpha-Hydroxy-5beta-acetoxy-epi-cubenol;(+)-4alpha-Hydroxy-5beta-acetoxy-epi-cubenol,2,357910.7293,298.2156,C17H30O4,FNTLZZCGECJXCR-HYJYONAJNA-N,NA,NA,NA,NA,NA,KNApSAcK=C00045183 __ UNPD=UNPD134783,FNTLZZCGECJXCR-UHFFFAOYSA-N,NA,NA,NA,NA,NA,NA
C2431,509.374,Laserpitin__1,2,685.041607,450.2601,C25H38O7,LYTPVRMVQVQYGM-PDLHKMFZNA-N,NA,NA,NA,NA,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:6381,KNApSAcK=C00003160 __ ChEBI=CHEBI:6381 __ UNPD=UNPD19769,LYTPVRMVQVQYGM-UHFFFAOYSA-N,NA,NA,NA,NA,NA,NA
C2432,510.01675,"(6beta,7alpha,12beta,13beta)-7-Hydroxy-11,16-dioxo-8,14-apianadien-22,6-olide",2,2009.330548,384.1981,C23H28O5,IEPYKUBVROCHOQ-UHFFFAOYNA-N,NA,http://www.hmdb.ca/metabolites/HMDB0031380,NA,NA,NA,HMDB=HMDB0031380 __ FooDB=FDB003447;FDB019159;FDB019160 __ UNPD=UNPD185708;UNPD64836;UNPD80535,IEPYKUBVROCHOQ-UHFFFAOYSA-N,NA,NA,NA,NA,NA,NA
C2433,511.21,p-Hydroxyfelbamate,2,2050.050321,254.0894,C11H14N2O5,PXBZEVLDFAKFLV-UHFFFAOYSA-N,"InChI=1S/C11H14N2O5/c12-10(15)17-5-8(6-18-11(13)16)7-1-3-9(14)4-2-7/h1-4,8,14H,5-6H2,(H2,12,15)(H2,13,16)",http://www.hmdb.ca/metabolites/HMDB0060669,NA,https://pubchem.ncbi.nlm.nih.gov/compound/9921310#section=Top,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:80584,p-Hydroxyfelbamate __ [3-carbamoyloxy-2-(4-hydroxyphenyl)propyl] carbamate __ [3-aminocarbonyloxy-2-(4-hydroxyphenyl)propyl] carbamate __ carbamic acid [3-carbamoyloxy-2-(4-hydroxyphenyl)propyl] ester,PXBZEVLDFAKFLV-UHFFFAOYSA-N,Organic compounds,Benzenoids,Phenols,1-hydroxy-2-unsubstituted benzenoids,1-hydroxy-2-unsubstituted benzenoids,This compound belongs to the class of organic compounds known as 1-hydroxy-2-unsubstituted benzenoids. These are phenols that a unsubstituted at the 2-position.
C2434,510.39725,Gingerenone C,2,2138.487931,326.1553,C20H22O4,JYHZFCAVESZNKO-HWKANZROSA-N,"InChI=1S/C20H22O4/c1-24-20-14-16(9-13-19(20)23)8-12-17(21)5-3-2-4-15-6-10-18(22)11-7-15/h3,5-7,9-11,13-14,22-23H,2,4,8,12H2,1H3/b5-3+",http://www.hmdb.ca/metabolites/HMDB0034720,NA,NA,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:70703,Gingerenone C __ (E)-1-(4-hydroxy-3-methoxyphenyl)-7-(4-hydroxyphenyl)-4-hepten-3-one __ (E)-1-(4-hydroxy-3-methoxyphenyl)-7-(4-hydroxyphenyl)hept-4-en-3-one __ (E)-1-(4-hydroxy-3-methoxy-phenyl)-7-(4-hydroxyphenyl)hept-4-en-3-one __ (E)-7-(4-hydroxyphenyl)-1-(3-methoxy-4-oxidanyl-phenyl)hept-4-en-3-one,JYHZFCAVESZNKO-HWKANZROSA-N,Organic compounds,Phenylpropanoids and polyketides,Diarylheptanoids,Linear diarylheptanoids,Linear diarylheptanoids,This compound belongs to the class of organic compounds known as linear diarylheptanoids. These are diarylheptanoids with an open heptane chain. The two aromatic rings are linked only by the heptane chain.
C2435,508.689,Caucasicoside B;(-)-Caucasicoside B,2,537.0026135,914.4518,C45H70O19,GWNCJTZKIAESFW-LJOBCBAFNA-N,NA,NA,NA,NA,NA,KNApSAcK=C00033702 __ UNPD=UNPD49208,GWNCJTZKIAESFW-UHFFFAOYSA-N,NA,NA,NA,NA,NA,NA
C2436,508.02475,Serylvalylglycylglutamic acid,2,852.9315457,390.1742,C15H26N4O8,BUADZOJMDKUNMV-UHFFFAOYNA-N,NA,NA,NA,NA,NA,FooDB=FDB003260 __ UNPD=UNPD117770,BUADZOJMDKUNMV-UHFFFAOYSA-N,NA,NA,NA,NA,NA,NA
C2437,508.17025,diprafenone,2,1073.21343,369.2328,C23H31NO3,VDKMYSMWQCFYBQ-UHFFFAOYNA-N,NA,NA,NA,NA,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:135559,ChEBI=CHEBI:135559,VDKMYSMWQCFYBQ-UHFFFAOYSA-N,NA,NA,NA,NA,NA,NA
C2438,505.35575,C18H57N22O11P,3,839.8533466,788.4315,C18H57N22O11P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C2439,503.69975,Schidigerasaponin D1,2,727.4468648,872.4753,C44H72O17,ZAZNQYAHJWQLHA-UHFFFAOYNA-N,NA,http://www.hmdb.ca/metabolites/HMDB0036246,NA,NA,NA,HMDB=HMDB0036246 __ FooDB=FDB015104;FDB015105 __ UNPD=UNPD137055;UNPD154221;UNPD80268,ZAZNQYAHJWQLHA-UHFFFAOYSA-N,NA,NA,NA,NA,NA,NA
C2440,506.5495,Pordamacrine A;(-)-Pordamacrine A,2,1000.866182,401.2222,C23H31NO5,STEHXMPTKMFKML-SNSDEOPWNA-N,NA,NA,NA,NA,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:66774,KNApSAcK=C00040058 __ ChEBI=CHEBI:66774 __ UNPD=UNPD87811,STEHXMPTKMFKML-UHFFFAOYSA-N,NA,NA,NA,NA,NA,NA
C2441,505.6495,C22H80N30O14S2,3,1092.566165,1052.5914,C22H80N30O14S2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C2442,498.76475,UNPD164383,2,1069.948521,730.3666,C39H50N6O8,AJDZZZMMMKAKLQ-DQWNKMTLNA-N,NA,NA,NA,NA,NA,UNPD=UNPD164383,AJDZZZMMMKAKLQ-UHFFFAOYSA-N,NA,NA,NA,NA,NA,NA
C2443,498.87275,"3alpha-Angeloyloxy-2beta,15,16-trihydroxy-ent-labda-7,13E-dien-2-O-beta-[fucopyranoside-4'-O-acetate]",2,717.1026577,608.3466,C33H52O10,UHUVXQZKXHSANE-DQITZCSBNA-N,NA,NA,NA,NA,NA,KNApSAcK=C00023195,UHUVXQZKXHSANE-UHFFFAOYSA-N,NA,NA,NA,NA,NA,NA
